cell_id,tsne_1,tsne_2,true_label,predicted_label,hungarian_annotation,marker_overlap_annotation,batch
human3_lib3.final_cell_0574-2,83.922386,-30.904173,beta,12,beta,beta,human3
human3_lib3.final_cell_0575-2,-35.322483,-27.923822,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0576-2,-58.347073,-5.140241,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0577-2,-25.523312,-39.35737,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0578-2,28.978909,-64.23131,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0579-2,72.196594,0.47308826,beta,12,beta,beta,human3
human3_lib3.final_cell_0580-2,-26.649906,-40.576797,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0581-2,-37.669914,16.910826,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib3.final_cell_0582-2,21.3422,-56.77877,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0583-2,75.87497,-36.983353,beta,12,beta,beta,human3
human3_lib3.final_cell_0584-2,-5.7771664,16.077776,delta,8,delta,delta,human3
human3_lib3.final_cell_0585-2,-35.028526,-30.803974,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0586-2,-16.847017,60.881123,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0587-2,35.26937,-61.03791,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0588-2,-57.97133,-14.089553,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0589-2,60.927307,-8.378333,beta,12,beta,beta,human3
human3_lib3.final_cell_0590-2,22.823318,-62.91486,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0591-2,72.657265,0.069061615,beta,12,beta,beta,human3
human3_lib3.final_cell_0592-2,81.34046,-33.210995,beta,12,beta,beta,human3
human3_lib3.final_cell_0593-2,-18.644468,59.802647,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0594-2,85.17787,-25.09397,beta,12,beta,beta,human3
human3_lib3.final_cell_0595-2,-3.0573618,-69.75809,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0596-2,-61.150337,30.810865,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0597-2,-73.41909,43.912426,ductal,2,Unmatched_2,ductal,human3
human3_lib3.final_cell_0598-2,28.142094,-71.36572,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0599-2,-26.078352,-32.78597,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0600-2,-46.27357,-60.50694,alpha,7,gamma,gamma,human3
human3_lib3.final_cell_0601-2,18.975924,-55.391838,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0602-2,-8.711139,10.8934765,delta,8,delta,delta,human3
human3_lib3.final_cell_0603-2,-6.337119,66.46933,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0604-2,68.41387,-0.40369192,beta,12,beta,beta,human3
human3_lib3.final_cell_0605-2,75.44104,-37.4281,beta,12,beta,beta,human3
human3_lib3.final_cell_0606-2,30.227932,-79.04912,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0607-2,1.2639028,56.445816,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0608-2,-30.392427,-0.41005853,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib3.final_cell_0609-2,-48.77732,-59.796707,alpha,7,gamma,gamma,human3
human3_lib3.final_cell_0610-2,-1.88072,56.972157,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0611-2,-38.116375,-74.2432,alpha,7,gamma,gamma,human3
human3_lib3.final_cell_0612-2,-32.72497,-32.291138,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0613-2,-7.975083,77.71991,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0614-2,-42.361473,-62.27276,gamma,7,gamma,gamma,human3
human3_lib3.final_cell_0615-2,16.651432,-51.306656,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0616-2,-25.692122,64.97787,alpha,1,acinar,acinar,human3
human3_lib3.final_cell_0617-2,-35.024937,13.369361,acinar,15,epsilon,quiescent_stellate,human3
human3_lib3.final_cell_0618-2,20.254663,-55.13001,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0619-2,-21.755554,-46.83337,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0620-2,-4.464242,8.227056,alpha,8,delta,delta,human3
human3_lib3.final_cell_0621-2,-41.77097,-61.76837,epsilon,7,gamma,gamma,human3
human3_lib3.final_cell_0622-2,-5.460118,-68.83785,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0623-2,7.063155,-67.1186,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0624-2,-12.182753,-61.285805,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0625-2,-14.072656,18.903326,delta,8,delta,delta,human3
human3_lib3.final_cell_0626-2,-61.27907,-7.100259,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0627-2,23.236704,-67.89638,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0628-2,-69.321884,-1.8174496,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0629-2,83.47613,-6.3790526,beta,12,beta,beta,human3
human3_lib3.final_cell_0630-2,-38.524742,-31.130917,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0631-2,-13.518784,-64.897934,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0632-2,-12.405982,-67.241066,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0633-2,23.858992,-79.9202,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0634-2,57.718147,-13.279627,beta,12,beta,beta,human3
human3_lib3.final_cell_0635-2,15.457775,-46.987816,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0636-2,-23.50585,-42.61863,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0637-2,-5.1513877,58.510456,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0638-2,-76.66241,40.33558,ductal,2,Unmatched_2,ductal,human3
human3_lib3.final_cell_0639-2,-33.975742,11.886395,endothelial,15,epsilon,quiescent_stellate,human3
human3_lib3.final_cell_0640-2,-52.99608,-15.544275,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0641-2,-4.741114,69.98516,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0642-2,-11.509389,71.87971,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0643-2,-27.59365,-42.25798,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0644-2,-37.49871,-29.896503,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0645-2,22.10461,-80.69759,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0646-2,4.9421325,66.13696,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0647-2,15.930663,-62.439213,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0648-2,-38.080475,-29.992558,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0649-2,-28.38499,-0.47575322,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib3.final_cell_0650-2,-13.642774,-61.3837,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0651-2,-69.271225,-15.8255825,acinar,3,ductal,ductal,human3
human3_lib3.final_cell_0652-2,20.503273,-72.75023,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0653-2,81.350784,-2.3470392,beta,12,beta,beta,human3
human3_lib3.final_cell_0654-2,-54.77148,-13.537993,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0655-2,19.65195,-66.66591,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0656-2,75.08402,-10.188366,beta,12,beta,beta,human3
human3_lib3.final_cell_0657-2,5.71158,-66.83911,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0658-2,28.40462,-77.42044,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0659-2,-25.696165,-32.25042,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0660-2,81.187614,-30.867311,beta,12,beta,beta,human3
human3_lib3.final_cell_0661-2,-17.210138,54.760006,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0662-2,1.4842216,-59.206276,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0663-2,-27.503374,-35.65302,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0664-2,-0.38312474,50.774727,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0665-2,-7.408786,11.278925,delta,8,delta,delta,human3
human3_lib3.final_cell_0666-2,-7.037572,-66.14957,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0667-2,4.3241725,-54.581627,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0668-2,-13.574719,-58.505573,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0669-2,-32.161175,0.70270026,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib3.final_cell_0670-2,75.30209,-28.32205,beta,12,beta,beta,human3
human3_lib3.final_cell_0671-2,84.67074,-12.9546795,beta,12,beta,beta,human3
human3_lib3.final_cell_0672-2,-34.11835,-41.483887,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0673-2,-2.499471,11.947711,delta,8,delta,delta,human3
human3_lib3.final_cell_0674-2,-63.94703,-7.0832415,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0675-2,78.0217,-33.449764,beta,12,beta,beta,human3
human3_lib3.final_cell_0676-2,-25.03014,-40.02629,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0677-2,-58.35164,-0.57988477,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0678-2,77.455795,-16.939919,alpha,15,epsilon,quiescent_stellate,human3
human3_lib3.final_cell_0679-2,18.287678,-55.385113,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0680-2,-15.26348,77.49115,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0681-2,-47.407074,-68.03526,gamma,7,gamma,gamma,human3
human3_lib3.final_cell_0682-2,-35.900845,5.114322,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib3.final_cell_0683-2,82.57383,-2.467438,beta,12,beta,beta,human3
human3_lib3.final_cell_0684-2,-4.4501166,64.524254,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0685-2,5.1049953,66.448746,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0686-2,23.528614,-54.263565,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0687-2,79.79384,-27.258198,beta,12,beta,beta,human3
human3_lib3.final_cell_0688-2,-5.900916,-62.991116,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0689-2,63.515705,-5.039738,beta,12,beta,beta,human3
human3_lib3.final_cell_0690-2,79.83097,-5.6612496,beta,12,beta,beta,human3
human3_lib3.final_cell_0691-2,-20.97894,-46.076843,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0692-2,-5.284243,-60.996525,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0693-2,-63.58155,-8.34187,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0694-2,-56.899994,-5.7167883,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0695-2,-36.489662,4.4434233,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib3.final_cell_0696-2,-15.589892,55.15021,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0697-2,78.41804,-28.362238,beta,12,beta,beta,human3
human3_lib3.final_cell_0698-2,53.03549,-10.405003,beta,12,beta,beta,human3
human3_lib3.final_cell_0699-2,-15.626228,58.975563,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0700-2,74.2894,-35.085052,beta,12,beta,beta,human3
human3_lib3.final_cell_0701-2,-2.3972762,-65.309,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0702-2,-29.101858,-2.1313527,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib3.final_cell_0703-2,6.7591696,56.70224,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0704-2,-38.073666,-30.328568,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0705-2,-59.956657,2.2026458,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0706-2,76.31019,-6.9614935,beta,12,beta,beta,human3
human3_lib3.final_cell_0707-2,27.937443,-54.54522,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0708-2,-8.196202,-58.919228,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0709-2,78.6923,-1.2597013,beta,12,beta,beta,human3
human3_lib3.final_cell_0710-2,-6.762546,-26.94963,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0711-2,-46.56616,-66.478226,alpha,7,gamma,gamma,human3
human3_lib3.final_cell_0712-2,1.8727813,73.878944,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0713-2,18.485773,-55.624878,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0714-2,4.7104425,-64.237755,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0715-2,23.910786,-56.90201,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0716-2,71.81938,-9.677878,beta,12,beta,beta,human3
human3_lib3.final_cell_0717-2,27.457153,-75.8865,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0718-2,76.99776,-30.737307,beta,12,beta,beta,human3
human3_lib3.final_cell_0719-2,-58.595936,-0.41937461,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0720-2,15.251367,-58.78584,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0721-2,-9.622895,-64.46021,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0722-2,-60.208935,-8.771723,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0723-2,-17.474163,55.75513,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0724-2,-63.03225,-4.0696425,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0725-2,-1.405993,52.230083,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0726-2,-13.5047245,70.02497,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0727-2,72.55337,-8.370374,beta,12,beta,beta,human3
human3_lib3.final_cell_0728-2,-5.40455,68.63868,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0729-2,-22.086578,51.825882,alpha,1,acinar,acinar,human3
human3_lib3.final_cell_0730-2,-37.51423,-30.886568,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0731-2,-60.447777,-1.7833155,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0732-2,13.623526,-50.99093,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0733-2,13.46841,-58.112133,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0734-2,-33.84407,2.1151059,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib3.final_cell_0735-2,1.8807436,55.595165,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0736-2,-19.433844,61.06244,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0737-2,-9.407163,-65.2104,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0738-2,-10.517034,67.464554,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0739-2,-6.333345,-62.38695,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0740-2,30.83725,-74.05879,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0741-2,-18.02261,53.344074,beta,1,acinar,acinar,human3
human3_lib3.final_cell_0742-2,-21.085794,-45.192528,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0743-2,-74.52599,42.29408,ductal,2,Unmatched_2,ductal,human3
human3_lib3.final_cell_0744-2,-56.510056,27.53093,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0745-2,-18.443901,67.030365,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0746-2,-24.793188,-43.00148,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0747-2,-59.404575,0.0320892,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0748-2,-54.656906,3.2870986,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0749-2,-58.583725,-10.728925,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0750-2,-29.09576,-36.72682,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0751-2,2.1721776,-45.311546,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0752-2,22.461205,-61.303642,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0753-2,-90.22271,13.243214,macrophage,6,macrophage,macrophage,human3
human3_lib3.final_cell_0754-2,-60.105274,-0.44447842,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0755-2,18.460379,-49.648468,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0756-2,17.395447,-46.05824,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0757-2,18.155554,-47.875343,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0758-2,-33.80231,-28.840956,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0759-2,-31.313019,12.213148,activated_stellate,15,epsilon,quiescent_stellate,human3
human3_lib3.final_cell_0760-2,24.473059,-80.11652,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0761-2,-31.51082,-36.22429,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0762-2,-72.01703,-1.349728,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0763-2,32.33072,-75.28354,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0764-2,-5.5787115,-24.851604,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0765-2,-31.254313,-33.33505,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0766-2,-60.164375,-6.5597515,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0767-2,0.5909438,7.552283,alpha,15,epsilon,quiescent_stellate,human3
human3_lib3.final_cell_0768-2,-7.579435,-60.300556,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0769-2,6.035813,-61.38977,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0770-2,-47.343914,-58.53722,alpha,7,gamma,gamma,human3
human3_lib3.final_cell_0771-2,-48.887325,-59.870934,alpha,7,gamma,gamma,human3
human3_lib3.final_cell_0772-2,21.21859,-73.806435,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0773-2,15.012028,-60.497566,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0774-2,-59.5737,31.936304,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0775-2,59.98118,-10.831416,beta,12,beta,beta,human3
human3_lib3.final_cell_0776-2,75.28547,-27.783625,beta,12,beta,beta,human3
human3_lib3.final_cell_0777-2,-61.176773,-18.809303,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0778-2,85.175125,-21.991686,beta,12,beta,beta,human3
human3_lib3.final_cell_0779-2,-39.605476,-35.107452,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0780-2,81.8184,-15.729566,beta,12,beta,beta,human3
human3_lib3.final_cell_0781-2,-0.73855734,14.384936,delta,8,delta,delta,human3
human3_lib3.final_cell_0782-2,-10.194731,80.12904,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0783-2,-28.188528,-46.391186,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0784-2,-10.187409,80.15833,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0785-2,-73.73425,-5.0043306,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0786-2,64.90793,-5.0218854,beta,12,beta,beta,human3
human3_lib3.final_cell_0787-2,-75.76972,-16.459806,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0788-2,-45.736763,-63.30786,gamma,7,gamma,gamma,human3
human3_lib3.final_cell_0789-2,-32.60722,60.218826,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0790-2,77.27819,-26.181921,beta,12,beta,beta,human3
human3_lib3.final_cell_0791-2,17.081139,-51.301926,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0792-2,30.99104,-73.73105,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0793-2,73.0571,-6.6292458,beta,12,beta,beta,human3
human3_lib3.final_cell_0794-2,60.04321,-7.1002655,beta,12,beta,beta,human3
human3_lib3.final_cell_0795-2,0.9208254,67.57155,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0796-2,-50.199177,-59.154453,alpha,7,gamma,gamma,human3
human3_lib3.final_cell_0797-2,6.145387,-60.094296,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0798-2,-26.34807,-41.545757,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0799-2,-28.07388,-29.996477,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0800-2,-11.884547,15.265978,delta,8,delta,delta,human3
human3_lib3.final_cell_0801-2,20.699919,-66.11368,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0802-2,44.97369,-39.133877,mast,4,mast,mast,human3
human3_lib3.final_cell_0803-2,-1.6506362,70.23918,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0804-2,-3.846673,-66.26562,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0805-2,-22.997322,-35.037003,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0806-2,-28.01929,-2.302558,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib3.final_cell_0807-2,-58.708607,27.941257,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0808-2,78.43684,-19.353786,beta,12,beta,beta,human3
human3_lib3.final_cell_0809-2,-17.045513,53.914757,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0810-2,-8.721339,18.363047,delta,8,delta,delta,human3
human3_lib3.final_cell_0811-2,71.01274,-0.65866774,beta,12,beta,beta,human3
human3_lib3.final_cell_0812-2,20.055845,-55.82312,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0813-2,-29.12482,-44.6861,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0814-2,-11.86017,-59.14498,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0815-2,84.003815,-27.127949,beta,12,beta,beta,human3
human3_lib3.final_cell_0816-2,-50.865314,27.827148,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0817-2,16.615093,-47.14938,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0818-2,-14.666366,64.93337,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0819-2,44.06239,-38.918034,mast,4,mast,mast,human3
human3_lib3.final_cell_0820-2,-72.734856,42.355274,ductal,2,Unmatched_2,ductal,human3
human3_lib3.final_cell_0821-2,20.576015,-74.63199,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0822-2,-53.527798,36.60496,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0823-2,-72.01142,-1.4436911,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0824-2,-1.4980403,-63.684376,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0825-2,22.606846,-60.745728,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0826-2,-25.892157,-34.791527,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0827-2,-27.93344,-46.642426,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0828-2,9.461895,-60.665466,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0829-2,-13.73404,10.33849,delta,8,delta,delta,human3
human3_lib3.final_cell_0830-2,-35.509075,18.26868,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib3.final_cell_0831-2,15.354331,-51.890987,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0832-2,78.138405,-19.780289,beta,12,beta,beta,human3
human3_lib3.final_cell_0833-2,-55.36091,2.4128761,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0834-2,-23.021158,-35.912273,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0835-2,-64.01746,26.580025,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0836-2,-28.392685,-44.15604,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0837-2,-3.9769642,-62.16439,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0838-2,-2.739988,-62.774906,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0839-2,-28.385664,-32.180984,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0840-2,-10.155897,80.14007,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0841-2,-55.96224,29.696146,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0842-2,-65.816315,-10.512437,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0843-2,33.819008,-73.821434,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0844-2,73.86908,-10.839466,beta,12,beta,beta,human3
human3_lib3.final_cell_0845-2,64.282265,-4.3038416,beta,12,beta,beta,human3
human3_lib3.final_cell_0846-2,-13.878327,-60.300266,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0847-2,39.78564,-18.631516,beta,12,beta,beta,human3
human3_lib3.final_cell_0848-2,-23.453585,-35.751427,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0849-2,57.304146,-6.9048157,beta,12,beta,beta,human3
human3_lib3.final_cell_0850-2,77.22162,-8.712212,beta,12,beta,beta,human3
human3_lib3.final_cell_0851-2,3.47743,55.527134,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0852-2,82.19272,-30.019352,beta,12,beta,beta,human3
human3_lib3.final_cell_0853-2,82.64786,-30.391327,beta,12,beta,beta,human3
human3_lib3.final_cell_0854-2,72.61858,-9.618959,beta,12,beta,beta,human3
human3_lib3.final_cell_0855-2,-90.38153,12.660325,macrophage,6,macrophage,macrophage,human3
human3_lib3.final_cell_0856-2,-30.757395,18.503725,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib3.final_cell_0857-2,-2.5385523,-37.772102,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0858-2,-55.558826,1.6631924,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0859-2,-57.2689,-12.01705,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0860-2,-57.888115,23.465385,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0861-2,74.67385,-8.914217,beta,12,beta,beta,human3
human3_lib3.final_cell_0862-2,-34.726192,16.67004,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib3.final_cell_0863-2,-54.15948,27.418058,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0864-2,-2.5909708,-46.815186,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0865-2,18.46609,-46.061085,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0866-2,-87.75665,17.398165,t_cell,5,t_cell,t_cell,human3
human3_lib3.final_cell_0867-2,28.89168,32.414455,alpha,12,beta,beta,human3
human3_lib3.final_cell_0868-2,18.936852,-61.672092,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0869-2,75.274826,-4.1661215,beta,12,beta,beta,human3
human3_lib3.final_cell_0870-2,80.150604,-18.870575,beta,12,beta,beta,human3
human3_lib3.final_cell_0871-2,60.734554,-6.737019,beta,12,beta,beta,human3
human3_lib3.final_cell_0872-2,62.50919,-5.081189,beta,12,beta,beta,human3
human3_lib3.final_cell_0873-2,69.419495,-4.2859154,beta,12,beta,beta,human3
human3_lib3.final_cell_0874-2,-41.257195,-33.608555,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0875-2,1.5612348,-45.767868,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0876-2,-4.129273,54.553577,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0877-2,75.82433,-27.359213,beta,12,beta,beta,human3
human3_lib3.final_cell_0878-2,83.94597,-30.108746,beta,12,beta,beta,human3
human3_lib3.final_cell_0879-2,64.193184,-4.7020583,beta,12,beta,beta,human3
